"Observation station","Year","Month","Day","Time [UTC]","Average temperature [°C]","Maximum temperature [°C]","Minimum temperature [°C]","Average relative humidity [%]","Wind speed [m/s]","Maximum wind speed [m/s]"
"Helsinki Kumpula","2021","1","13","04:00","-1.6","-1.6","-1.7","93","10.9","12.7"
"Helsinki Kumpula","2021","1","13","05:00","-1.7","-1.5","-1.8","92","10.9","12"
"Helsinki Kumpula","2021","1","13","06:00","-1.8","-1.7","-1.8","91","11.2","13.2"
"Helsinki Kumpula","2021","1","13","07:00","-1.9","-1.8","-2.1","92","10.4","11.8"
"Helsinki Kumpula","2021","1","13","08:00","-2.3","-2.1","-2.5","93","9.6","12"
"Helsinki Kumpula","2021","1","13","09:00","-2.5","-2.5","-2.6","91","10.6","11.9"
"Helsinki Kumpula","2021","1","13","10:00","-3.2","-2.6","-5.2","91","9.3","11.3"
"Helsinki Kumpula","2021","1","13","11:00","-6.2","-5.4","-6.5","90","6.9","7.8"
"Helsinki Kumpula","2021","1","13","12:00","-6.7","-6.5","-6.8","89","8.2","8.8"
"Helsinki Kumpula","2021","1","13","13:00","-7","-6.7","-7.2","89","8.3","9.6"
"Helsinki Kumpula","2021","1","13","14:00","-7.4","-7","-7.7","89","7.8","-"
"Helsinki Kumpula","2021","1","13","15:00","-7.8","-7.6","-8","88","6.5","8.3"
"Helsinki Kumpula","2021","1","13","16:00","-8.2","-8","-8.3","87","6.4","7"
"Helsinki Kumpula","2021","1","13","17:00","-8.3","-8.3","-8.4","87","6.2","6.5"
"Helsinki Kumpula","2021","1","13","18:00","-8.4","-8.3","-8.4","89","6.3","6.8"
"Helsinki Kumpula","2021","1","13","19:00","-8.4","-8.4","-8.5","89","6.1","6.6"
"Helsinki Kumpula","2021","1","13","20:00","-8.4","-8.3","-8.5","89","5.8","6.6"
"Helsinki Kumpula","2021","1","13","21:00","-8.3","-8.2","-8.3","89","5.5","6.1"
"Helsinki Kumpula","2021","1","13","22:00","-8.2","-8.1","-8.3","88","5.6","6.8"
"Helsinki Kumpula","2021","1","13","23:00","-8.1","-7.9","-8.2","89","5.3","5.9"
"Helsinki Kumpula","2021","1","14","00:00","-8.4","-7.9","-8.9","89","4.8","5.8"
"Helsinki Kumpula","2021","1","14","01:00","-9","-8.9","-9.2","89","5.1","5.8"
"Helsinki Kumpula","2021","1","14","02:00","-9.6","-9.2","-10.1","87","5.1","6"
"Helsinki Kumpula","2021","1","14","03:00","-10.4","-10.1","-10.7","84","5.3","6.1"
"Helsinki Kumpula","2021","1","14","04:00","-11","-10.6","-11.3","83","5.7","6.8"
"Helsinki Kumpula","2021","1","14","05:00","-11.5","-11.3","-11.7","83","5.6","6.1"
"Helsinki Kumpula","2021","1","14","06:00","-11.9","-11.6","-12.2","83","5.5","6.3"
"Helsinki Kumpula","2021","1","14","07:00","-12.3","-12.2","-12.4","83","5.1","5.6"
"Helsinki Kumpula","2021","1","14","08:00","-12.4","-12.3","-12.5","83","4.9","5.6"
"Helsinki Kumpula","2021","1","14","09:00","-12.6","-12.4","-12.7","81","5.8","6.3"
"Helsinki Kumpula","2021","1","14","10:00","-12.9","-12.6","-13.4","81","5","6.1"
"Helsinki Kumpula","2021","1","14","11:00","-13.3","-13","-13.5","81","4.6","6.4"
"Helsinki Kumpula","2021","1","14","12:00","-13.8","-13.5","-14","80","4.8","5.3"
"Helsinki Kumpula","2021","1","14","13:00","-14.4","-14","-14.8","79","5.1","5.7"
"Helsinki Kumpula","2021","1","14","14:00","-15.4","-14.8","-16","80","5","6.1"
"Helsinki Kumpula","2021","1","14","15:00","-16.6","-16.1","-17.1","81","4.9","5.3"
"Helsinki Kumpula","2021","1","14","16:00","-17.6","-17.1","-18.1","81","5.3","5.8"
"Helsinki Kumpula","2021","1","14","17:00","-18.3","-18.1","-18.6","81","5.5","6.3"
"Helsinki Kumpula","2021","1","14","18:00","-19","-18.6","-19.4","80","5.3","6.1"
"Helsinki Kumpula","2021","1","14","19:00","-19.6","-19.4","-19.8","80","5.3","5.7"
"Helsinki Kumpula","2021","1","14","20:00","-20","-19.8","-20.1","80","5.1","5.6"
"Helsinki Kumpula","2021","1","14","21:00","-20.3","-20.1","-20.5","80","5.3","6.1"
"Helsinki Kumpula","2021","1","14","22:00","-20.6","-20.5","-20.7","80","4.8","5.2"
"Helsinki Kumpula","2021","1","14","23:00","-20.7","-20.7","-20.8","80","4.7","5.2"
"Helsinki Kumpula","2021","1","15","00:00","-20.7","-20.6","-20.9","79","4.8","5.6"
"Helsinki Kumpula","2021","1","15","01:00","-21","-20.9","-21.2","78","4.8","5.2"
"Helsinki Kumpula","2021","1","15","02:00","-21.2","-21.1","-21.2","76","4.2","5"
"Helsinki Kumpula","2021","1","15","03:00","-21.2","-21.1","-21.2","75","4.7","5.4"
"Helsinki Kumpula","2021","1","15","04:00","-21.2","-21.1","-21.3","75","4.6","5.1"
"Helsinki Kumpula","2021","1","15","05:00","-21.5","-21.3","-21.6","76","4.5","4.9"
"Helsinki Kumpula","2021","1","15","06:00","-21.6","-21.5","-21.8","77","3.9","4.5"
"Helsinki Kumpula","2021","1","15","07:00","-21.7","-21.6","-21.8","77","3.9","4.3"
"Helsinki Kumpula","2021","1","15","08:00","-21.6","-21.4","-21.8","76","4.5","5"
"Helsinki Kumpula","2021","1","15","09:00","-21.2","-20.9","-21.4","74","4.6","5"
"Helsinki Kumpula","2021","1","15","10:00","-20.5","-20.1","-20.9","74","4.4","5"
"Helsinki Kumpula","2021","1","15","11:00","-19.6","-19.2","-20","74","3.2","4.7"
"Helsinki Kumpula","2021","1","15","12:00","-19","-18.8","-19.2","74","2.8","3.5"
"Helsinki Kumpula","2021","1","15","13:00","-18.5","-18.1","-18.9","74","2.8","3.4"
"Helsinki Kumpula","2021","1","15","14:00","-17.9","-17.7","-18.1","75","2.9","3.4"
"Helsinki Kumpula","2021","1","15","15:00","-17.6","-17.3","-17.8","77","2.8","3.2"
"Helsinki Kumpula","2021","1","15","16:00","-16.9","-16.6","-17.3","77","3","3.5"
"Helsinki Kumpula","2021","1","15","17:00","-16.3","-16.1","-16.6","78","2.3","2.9"
"Helsinki Kumpula","2021","1","15","18:00","-15.9","-15.6","-16.2","81","2.1","2.4"
"Helsinki Kumpula","2021","1","15","19:00","-15.3","-15","-15.6","83","2.2","2.7"
"Helsinki Kumpula","2021","1","15","20:00","-14.8","-14.4","-15.1","84","1.9","2.5"
"Helsinki Kumpula","2021","1","15","21:00","-14.2","-14.1","-14.4","87","2.2","2.5"
"Helsinki Kumpula","2021","1","15","22:00","-13.8","-13.2","-14.1","87","2","2.6"
"Helsinki Kumpula","2021","1","15","23:00","-12.9","-12.6","-13.3","86","2.5","3"
"Helsinki Kumpula","2021","1","16","00:00","-12.5","-12.3","-12.6","86","2.8","3.2"
"Helsinki Kumpula","2021","1","16","01:00","-12.4","-12.3","-12.6","86","2.8","4"
"Helsinki Kumpula","2021","1","16","02:00","-12.6","-12.3","-13","85","4.1","4.6"
"Helsinki Kumpula","2021","1","16","03:00","-13.7","-13","-14.4","84","4.1","4.8"
"Helsinki Kumpula","2021","1","16","04:00","-15","-14.4","-15.5","83","4.8","5.3"
"Helsinki Kumpula","2021","1","16","05:00","-15.8","-15.4","-16.2","83","3.9","4.4"
"Helsinki Kumpula","2021","1","16","06:00","-16.4","-16","-16.7","84","3.9","4.6"
"Helsinki Kumpula","2021","1","16","07:00","-16.9","-16.6","-17.2","85","3.9","4.3"
"Helsinki Kumpula","2021","1","16","08:00","-17.4","-17.1","-17.7","85","3.3","4.1"
"Helsinki Kumpula","2021","1","16","09:00","-17.2","-17","-17.4","84","3.5","4.1"
"Helsinki Kumpula","2021","1","16","10:00","-17.2","-16.9","-17.5","83","3.9","4.3"
"Helsinki Kumpula","2021","1","16","11:00","-16.3","-15.8","-16.9","81","2.8","3.6"
"Helsinki Kumpula","2021","1","16","12:00","-15.6","-15.4","-15.8","80","3.1","3.5"
"Helsinki Kumpula","2021","1","16","13:00","-15.5","-15.4","-15.8","78","3","3.6"
"Helsinki Kumpula","2021","1","16","14:00","-16.1","-15.7","-16.8","78","2.4","3.1"
"Helsinki Kumpula","2021","1","16","15:00","-16.8","-16.5","-17","82","3","3.2"
"Helsinki Kumpula","2021","1","16","16:00","-17.1","-16.8","-18","85","2.5","3.2"
"Helsinki Kumpula","2021","1","16","17:00","-17.6","-17.1","-18.2","87","3","3.6"
"Helsinki Kumpula","2021","1","16","18:00","-17.8","-17.3","-18.2","86","2.8","3.7"
"Helsinki Kumpula","2021","1","16","19:00","-18.2","-17.6","-18.6","86","2.9","3.4"
"Helsinki Kumpula","2021","1","16","20:00","-18.4","-18.1","-18.7","87","2.3","3"
"Helsinki Kumpula","2021","1","16","21:00","-18.2","-18.1","-18.4","87","2.1","2.5"
"Helsinki Kumpula","2021","1","16","22:00","-18.4","-18.1","-18.7","86","2.2","2.9"
"Helsinki Kumpula","2021","1","16","23:00","-18.3","-18","-18.7","86","2.4","3.1"
"Helsinki Kumpula","2021","1","17","00:00","-18.6","-18.1","-19.1","87","3.3","4"
"Helsinki Kumpula","2021","1","17","01:00","-18.3","-18","-18.5","87","3.2","3.5"
"Helsinki Kumpula","2021","1","17","02:00","-17.2","-16.5","-18.2","86","3.7","4.6"
"Helsinki Kumpula","2021","1","17","03:00","-17","-16.3","-17.4","87","3.4","4.4"
"Helsinki Kumpula","2021","1","17","04:00","-15.7","-15","-16.4","88","3.9","4.2"
"Helsinki Kumpula","2021","1","17","05:00","-14.8","-14.6","-15","89","3.3","3.6"
"Helsinki Kumpula","2021","1","17","06:00","-14.6","-14.4","-14.8","88","3.1","3.5"
"Helsinki Kumpula","2021","1","17","07:00","-13.9","-13.5","-14.4","89","3.4","4.2"
"Helsinki Kumpula","2021","1","17","08:00","-13.5","-13.3","-13.8","89","3.2","3.5"
"Helsinki Kumpula","2021","1","17","09:00","-12.8","-11.9","-13.2","90","2.5","3.2"
"Helsinki Kumpula","2021","1","17","10:00","-11.2","-11","-11.9","91","2.7","3.4"
"Helsinki Kumpula","2021","1","17","11:00","-10.2","-9.3","-11.2","92","2.8","3.7"
"Helsinki Kumpula","2021","1","17","12:00","-8.8","-8.3","-9.4","92","3.2","3.7"
"Helsinki Kumpula","2021","1","17","13:00","-8.1","-8","-8.3","93","2.6","3.5"
"Helsinki Kumpula","2021","1","17","14:00","-9.1","-8.3","-9.4","92","3.5","3.9"
"Helsinki Kumpula","2021","1","17","15:00","-10","-9.4","-10.6","92","3.3","3.7"
"Helsinki Kumpula","2021","1","17","16:00","-9.7","-9.1","-10.5","92","4.1","4.8"
"Helsinki Kumpula","2021","1","17","17:00","-9.5","-8.7","-10","93","3.4","4.3"
"Helsinki Kumpula","2021","1","17","18:00","-9.1","-8.7","-9.4","93","2.7","2.9"
"Helsinki Kumpula","2021","1","17","19:00","-8.7","-8.5","-9.1","93","1.6","2.5"
"Helsinki Kumpula","2021","1","17","20:00","-8.9","-8.5","-9.3","93","2.3","3.8"
"Helsinki Kumpula","2021","1","17","21:00","-9.2","-8.9","-9.9","92","3.3","4.1"
"Helsinki Kumpula","2021","1","17","22:00","-10.4","-9.9","-10.8","92","4","4.5"
"Helsinki Kumpula","2021","1","17","23:00","-10.6","-10.3","-11.1","92","3.1","3.8"
"Helsinki Kumpula","2021","1","18","00:00","-11","-10.5","-11.6","92","1.8","2.9"
"Helsinki Kumpula","2021","1","18","01:00","-11.8","-11.4","-12","91","1.5","1.9"
"Helsinki Kumpula","2021","1","18","02:00","-12.1","-11.7","-12.5","91","1.2","1.9"
"Helsinki Kumpula","2021","1","18","03:00","-12","-11.6","-12.3","91","1.4","2"
"Helsinki Kumpula","2021","1","18","04:00","-12.2","-11.8","-12.5","91","2.2","2.7"
"Helsinki Kumpula","2021","1","18","05:00","-12.3","-11.7","-12.6","91","1.9","3"
"Helsinki Kumpula","2021","1","18","06:00","-12.4","-11.8","-12.9","90","1.8","2.8"
"Helsinki Kumpula","2021","1","18","07:00","-12.1","-11.3","-12.6","91","2","2.3"
"Helsinki Kumpula","2021","1","18","08:00","-10.2","-9.3","-11.3","92","2.5","2.7"
"Helsinki Kumpula","2021","1","18","09:00","-8.8","-8.2","-9.3","92","2.5","3"
"Helsinki Kumpula","2021","1","18","10:00","-7.7","-7.2","-8.2","93","2.7","3.5"
"Helsinki Kumpula","2021","1","18","11:00","-6.6","-5.9","-7.2","94","1.6","3.3"
"Helsinki Kumpula","2021","1","18","12:00","-5.3","-5","-5.9","94","1.8","2.1"
"Helsinki Kumpula","2021","1","18","13:00","-4.9","-4.6","-5","94","1.9","3.2"
"Helsinki Kumpula","2021","1","18","14:00","-4.4","-4.2","-4.6","95","1.2","2.3"
"Helsinki Kumpula","2021","1","18","15:00","-4.1","-3.8","-4.3","95","-","-"
"Helsinki Kumpula","2021","1","18","16:00","-3.6","-2.8","-4.1","97","1.8","3"
"Helsinki Kumpula","2021","1","18","17:00","-2.4","-1.9","-3.4","97","2.1","2.7"
"Helsinki Kumpula","2021","1","18","18:00","-1.5","-1.2","-1.9","98","3.5","4.5"
"Helsinki Kumpula","2021","1","18","19:00","-1.2","-1.1","-1.2","97","2.9","4.4"
"Helsinki Kumpula","2021","1","18","20:00","-0.9","-0.8","-1.2","97","3.2","3.9"
"Helsinki Kumpula","2021","1","18","21:00","-0.8","-0.7","-0.9","97","3","3.8"
"Helsinki Kumpula","2021","1","18","22:00","-0.9","-0.7","-1.1","97","3.4","4.6"
"Helsinki Kumpula","2021","1","18","23:00","-1.1","-0.7","-1.3","97","3.4","4.2"
"Helsinki Kumpula","2021","1","19","00:00","-0.4","-0.3","-0.7","97","4.1","5"
"Helsinki Kumpula","2021","1","19","01:00","-0.6","-0.5","-0.7","97","3.8","4.2"
"Helsinki Kumpula","2021","1","19","02:00","-0.6","-0.5","-0.7","97","4","4.8"
"Helsinki Kumpula","2021","1","19","03:00","-0.5","-0.4","-0.6","96","5.1","6.1"
"Helsinki Kumpula","2021","1","19","04:00","-0.7","-0.6","-1","95","3.7","5.1"
"Helsinki Kumpula","2021","1","19","05:00","-0.5","-0.3","-0.9","95","3.9","4.7"
"Helsinki Kumpula","2021","1","19","06:00","-0.4","-0.2","-0.6","94","3.6","4.1"
"Helsinki Kumpula","2021","1","19","07:00","-0.2","-0.1","-0.3","94","4.3","5.1"
"Helsinki Kumpula","2021","1","19","08:00","-0.2","-0.1","-0.3","95","5.3","6.8"
"Helsinki Kumpula","2021","1","19","09:00","-0.2","-0.1","-0.3","96","5.5","6.3"
"Helsinki Kumpula","2021","1","19","10:00","-0.5","-0.3","-0.7","97","5.1","6.1"
"Helsinki Kumpula","2021","1","19","11:00","-0.4","-0.3","-0.5","97","6.6","7.3"
"Helsinki Kumpula","2021","1","19","12:00","-0.4","-0.3","-0.4","97","5.3","6.8"
"Helsinki Kumpula","2021","1","19","13:00","-0.4","-0.3","-0.4","97","6.1","7.1"
"Helsinki Kumpula","2021","1","19","14:00","-0.4","-0.4","-0.4","97","5.4","5.9"
"Helsinki Kumpula","2021","1","19","15:00","-0.3","-0.2","-0.4","97","5.2","5.8"
"Helsinki Kumpula","2021","1","19","16:00","0","0","-0.1","97","5.9","6.7"
"Helsinki Kumpula","2021","1","19","17:00","0.1","0.1","0","98","5.5","5.8"
"Helsinki Kumpula","2021","1","19","18:00","0.1","0.2","0.1","97","5.7","6.6"
"Helsinki Kumpula","2021","1","19","19:00","-0.1","0.1","-0.3","97","6","7.3"
"Helsinki Kumpula","2021","1","19","20:00","-0.8","-0.3","-1.1","93","5.4","6.6"
"Helsinki Kumpula","2021","1","19","21:00","-1.1","-1","-1.2","90","4.6","5.4"
"Helsinki Kumpula","2021","1","19","22:00","-1","-0.9","-1.1","92","5.2","5.8"
"Helsinki Kumpula","2021","1","19","23:00","-1","-0.9","-1.1","90","5.5","6"
"Helsinki Kumpula","2021","1","20","00:00","-1.3","-1.1","-1.5","90","5.5","6.5"
"Helsinki Kumpula","2021","1","20","01:00","-2","-1.5","-2.4","88","5.3","6.7"
"Helsinki Kumpula","2021","1","20","02:00","-2.6","-2.4","-2.7","87","4.5","5.9"
"Helsinki Kumpula","2021","1","20","03:00","-3","-2.7","-3.1","88","3.8","4.4"
"Helsinki Kumpula","2021","1","20","04:00","-3.4","-3.1","-3.9","88","4.2","4.5"
"Helsinki Kumpula","2021","1","20","05:00","-5","-3.9","-5.7","85","3.7","4.3"
"Helsinki Kumpula","2021","1","20","06:00","-6","-5.8","-6.6","82","3","3.6"
"Helsinki Kumpula","2021","1","20","07:00","-7","-6.7","-7.2","84","3.6","4.1"
"Helsinki Kumpula","2021","1","20","08:00","-6.6","-5.8","-7.2","87","4.4","4.9"
"Helsinki Kumpula","2021","1","20","09:00","-5.4","-5","-5.8","77","4.8","5.3"
"Helsinki Kumpula","2021","1","20","10:00","-4.8","-4.2","-5.2","73","4.3","5"
"Helsinki Kumpula","2021","1","20","11:00","-3.9","-3.8","-4.2","76","4.4","5.1"
"Helsinki Kumpula","2021","1","20","12:00","-4.1","-3.8","-4.2","82","4.3","5.2"
"Helsinki Kumpula","2021","1","20","13:00","-4.5","-4.2","-4.6","87","4.7","5.5"
"Helsinki Kumpula","2021","1","20","14:00","-4.6","-4.5","-4.6","87","4.9","5.5"
"Helsinki Kumpula","2021","1","20","15:00","-4.7","-4.6","-4.7","88","4.9","5.6"
"Helsinki Kumpula","2021","1","20","16:00","-4.6","-4.5","-4.7","90","4.7","5.2"
"Helsinki Kumpula","2021","1","20","17:00","-4.4","-4.2","-4.5","89","4.8","6"
"Helsinki Kumpula","2021","1","20","18:00","-4.1","-3.9","-4.2","84","5.1","6.4"
"Helsinki Kumpula","2021","1","20","19:00","-3.8","-3.7","-3.9","84","5.1","5.8"
"Helsinki Kumpula","2021","1","20","20:00","-3.9","-3.8","-3.9","84","6.4","6.8"
"Helsinki Kumpula","2021","1","20","21:00","-4.1","-3.9","-4.3","85","6.5","7.5"
"Helsinki Kumpula","2021","1","20","22:00","-4.3","-4.2","-4.4","87","6.1","7.2"
"Helsinki Kumpula","2021","1","20","23:00","-4.4","-4.3","-4.4","90","6.4","7.3"
"Helsinki Kumpula","2021","1","21","00:00","-4.5","-4.4","-4.5","93","6.1","6.8"
"Helsinki Kumpula","2021","1","21","01:00","-4.5","-4.4","-4.6","92","6.2","6.8"
"Helsinki Kumpula","2021","1","21","02:00","-4.6","-4.4","-4.7","92","6","7.4"
"Helsinki Kumpula","2021","1","21","03:00","-4.9","-4.7","-5","91","6.6","7.2"
"Helsinki Kumpula","2021","1","21","04:00","-5.2","-5","-5.3","89","6.4","7.5"
"Helsinki Kumpula","2021","1","21","05:00","-5.2","-5.2","-5.3","88","6.7","8"
"Helsinki Kumpula","2021","1","21","06:00","-5.3","-5.2","-5.4","88","6.9","8"
"Helsinki Kumpula","2021","1","21","07:00","-5.4","-5.4","-5.5","89","7.2","7.8"
"Helsinki Kumpula","2021","1","21","08:00","-5.5","-5.4","-5.5","90","6.8","7.8"
"Helsinki Kumpula","2021","1","21","09:00","-5.2","-5.1","-5.4","89","8.5","9.6"
"Helsinki Kumpula","2021","1","21","10:00","-5.1","-5","-5.2","89","9.4","10.3"
"Helsinki Kumpula","2021","1","21","11:00","-5","-4.9","-5.1","90","9.4","10.1"
"Helsinki Kumpula","2021","1","21","12:00","-4.9","-4.9","-5","91","9.1","9.9"
"Helsinki Kumpula","2021","1","21","13:00","-4.9","-4.7","-5","92","8.8","10.5"
"Helsinki Kumpula","2021","1","21","14:00","-4.7","-4.6","-4.7","92","8.4","9.6"
"Helsinki Kumpula","2021","1","21","15:00","-4.6","-4.4","-4.7","91","8.5","9.6"
"Helsinki Kumpula","2021","1","21","16:00","-4.4","-4.3","-4.4","93","8.4","9.3"
"Helsinki Kumpula","2021","1","21","17:00","-4.2","-4.1","-4.3","95","8.1","9.2"
"Helsinki Kumpula","2021","1","21","18:00","-4","-3.9","-4.1","95","8.4","10.6"
"Helsinki Kumpula","2021","1","21","19:00","-3.7","-3.4","-3.9","96","8.1","9.3"
"Helsinki Kumpula","2021","1","21","20:00","-3.2","-3","-3.4","95","7.1","7.8"
"Helsinki Kumpula","2021","1","21","21:00","-2.6","-2.2","-3","96","6.4","7.3"
"Helsinki Kumpula","2021","1","21","22:00","-2","-1.7","-2.2","96","5.9","6.7"
"Helsinki Kumpula","2021","1","21","23:00","-1.4","-1.1","-1.7","97","5.5","6.1"
"Helsinki Kumpula","2021","1","22","00:00","-0.6","-0.1","-1","97","4.7","5.5"
"Helsinki Kumpula","2021","1","22","01:00","0.2","0.5","-0.1","97","4.3","4.6"
"Helsinki Kumpula","2021","1","22","02:00","1","1.4","0.5","97","3.3","4.2"
"Helsinki Kumpula","2021","1","22","03:00","1.8","2.1","1.4","95","4.4","5.6"
"Helsinki Kumpula","2021","1","22","04:00","2.1","2.2","1.8","93","4.3","5.3"
"Helsinki Kumpula","2021","1","22","05:00","1.9","2","1.6","94","4.1","5.2"
"Helsinki Kumpula","2021","1","22","06:00","1.4","1.7","1.2","95","3.5","5.1"
"Helsinki Kumpula","2021","1","22","07:00","1.3","1.4","1.2","97","3.3","3.7"
"Helsinki Kumpula","2021","1","22","08:00","1.3","1.5","1.1","97","3.4","4.3"
"Helsinki Kumpula","2021","1","22","09:00","1.5","1.6","1.5","95","3.7","4.4"
"Helsinki Kumpula","2021","1","22","10:00","1.6","1.7","1.6","95","4.1","4.6"
"Helsinki Kumpula","2021","1","22","11:00","1.5","1.6","1.5","95","4.4","5.3"
"Helsinki Kumpula","2021","1","22","12:00","1.5","1.6","1.4","95","5.2","5.9"
"Helsinki Kumpula","2021","1","22","13:00","1.2","1.3","1.1","96","5.5","6.1"
"Helsinki Kumpula","2021","1","22","14:00","1.1","1.3","1","96","6.2","6.8"
"Helsinki Kumpula","2021","1","22","15:00","1.1","1.2","1.1","98","6.1","6.9"
"Helsinki Kumpula","2021","1","22","16:00","1.2","1.4","1.1","98","6.1","6.9"
"Helsinki Kumpula","2021","1","22","17:00","1.4","1.4","1.3","98","7.2","8.8"
"Helsinki Kumpula","2021","1","22","18:00","1.5","1.8","1.3","97","6.6","7.7"
"Helsinki Kumpula","2021","1","22","19:00","2.1","2.3","1.8","94","4.8","6.6"
"Helsinki Kumpula","2021","1","22","20:00","2.5","2.7","2.3","92","5.1","5.6"
"Helsinki Kumpula","2021","1","22","21:00","2.8","3","2.6","90","5.8","6.6"
"Helsinki Kumpula","2021","1","22","22:00","2.9","3","2.8","89","6.4","6.8"
"Helsinki Kumpula","2021","1","22","23:00","2.8","2.9","2.6","90","6","6.8"
"Helsinki Kumpula","2021","1","23","00:00","2.7","2.9","2.6","90","6.6","7.3"
"Helsinki Kumpula","2021","1","23","01:00","2.6","2.8","2.5","91","6.6","7.3"
"Helsinki Kumpula","2021","1","23","02:00","2.5","2.6","2.4","92","6.5","7.4"
"Helsinki Kumpula","2021","1","23","03:00","2.5","2.6","2.3","92","6.4","7"
"Helsinki Kumpula","2021","1","23","04:00","2.5","2.6","2.4","92","6.9","7.5"
"Helsinki Kumpula","2021","1","23","05:00","2.4","2.6","2.3","92","7.3","8"
"Helsinki Kumpula","2021","1","23","06:00","2.5","2.6","2.4","89","7.7","8.7"
"Helsinki Kumpula","2021","1","23","07:00","2.5","2.7","2.4","89","8","9"
"Helsinki Kumpula","2021","1","23","08:00","2.6","2.7","2.5","88","7.8","8.6"
"Helsinki Kumpula","2021","1","23","09:00","2.6","2.8","2.5","88","7.7","8.7"
"Helsinki Kumpula","2021","1","23","10:00","2.7","2.9","2.6","88","7.4","8.9"
"Helsinki Kumpula","2021","1","23","11:00","2.8","2.8","2.7","88","7.1","7.8"
"Helsinki Kumpula","2021","1","23","12:00","3","3.3","2.6","87","7.7","8.7"
"Helsinki Kumpula","2021","1","23","13:00","3.1","3.3","2.9","86","7.4","8.5"
"Helsinki Kumpula","2021","1","23","14:00","3","3.2","2.8","87","6.3","7.7"
"Helsinki Kumpula","2021","1","23","15:00","3","3.2","2.8","87","6.7","7.9"
"Helsinki Kumpula","2021","1","23","16:00","3.1","3.4","3","86","6.5","7.3"
"Helsinki Kumpula","2021","1","23","17:00","3.1","3.3","2.9","85","6.3","7.3"
"Helsinki Kumpula","2021","1","23","18:00","2.9","3.1","2.7","86","5.2","6"
"Helsinki Kumpula","2021","1","23","19:00","2.4","2.7","2.1","91","5.2","5.7"
"Helsinki Kumpula","2021","1","23","20:00","2.1","2.1","2","93","4.3","5.3"
"Helsinki Kumpula","2021","1","23","21:00","1.9","2","1.8","93","3.7","4.3"
"Helsinki Kumpula","2021","1","23","22:00","1.7","1.8","1.6","94","3.7","4.4"
"Helsinki Kumpula","2021","1","23","23:00","1.6","1.8","1.5","94","3.6","4.7"
"Helsinki Kumpula","2021","1","24","00:00","1.4","1.6","1.2","93","4.4","5.2"
"Helsinki Kumpula","2021","1","24","01:00","1","1.3","0.6","95","6.3","7.4"
"Helsinki Kumpula","2021","1","24","02:00","0.4","0.6","0.3","97","7","7.7"
"Helsinki Kumpula","2021","1","24","03:00","0.4","0.5","0.3","98","6.3","7.4"
"Helsinki Kumpula","2021","1","24","04:00","0.4","0.5","0.3","98","5.9","7.3"
"Helsinki Kumpula","2021","1","24","05:00","0.6","0.7","0.5","98","4.7","5.5"
"Helsinki Kumpula","2021","1","24","06:00","0.9","1","0.7","99","4.8","5.1"
"Helsinki Kumpula","2021","1","24","07:00","1.2","1.6","1","99","4.4","5.2"
"Helsinki Kumpula","2021","1","24","08:00","1.8","2","1.6","98","4.5","5.1"
"Helsinki Kumpula","2021","1","24","09:00","2.1","2.3","1.9","98","4.2","4.9"
