"Observation station","Year","Month","Day","Time [UTC]","Average temperature [°C]","Maximum temperature [°C]","Minimum temperature [°C]","Average relative humidity [%]","Wind speed [m/s]"
"Helsinki Kumpula","2022","1","30","09:00","-0.7","-0.6","-0.8","97","6.7"
"Helsinki Kumpula","2022","1","30","10:00","-0.7","-0.6","-1","96","6.5"
"Helsinki Kumpula","2022","1","30","11:00","-1.1","-0.9","-1.5","96","5.3"
"Helsinki Kumpula","2022","1","30","12:00","-1.9","-1.5","-2.2","95","6.1"
"Helsinki Kumpula","2022","1","30","13:00","-2.4","-2.2","-2.5","94","5.9"
"Helsinki Kumpula","2022","1","30","14:00","-2.6","-2.5","-2.7","95","6.1"
"Helsinki Kumpula","2022","1","30","15:00","-2.8","-2.7","-2.8","94","6"
"Helsinki Kumpula","2022","1","30","16:00","-2.7","-2.6","-2.8","94","6"
"Helsinki Kumpula","2022","1","30","17:00","-2.6","-2.6","-2.9","94","6.3"
"Helsinki Kumpula","2022","1","30","18:00","-3.2","-2.9","-3.4","95","6"
"Helsinki Kumpula","2022","1","30","19:00","-3.5","-3.4","-3.6","93","6.3"
"Helsinki Kumpula","2022","1","30","20:00","-3.8","-3.6","-4","91","6.4"
"Helsinki Kumpula","2022","1","30","21:00","-4.1","-4","-4.2","91","6"
"Helsinki Kumpula","2022","1","30","22:00","-4.3","-4.2","-4.4","91","5.9"
"Helsinki Kumpula","2022","1","30","23:00","-4.6","-4.3","-4.8","91","5.6"
"Helsinki Kumpula","2022","1","31","00:00","-4.9","-4.8","-5.1","91","5.5"
"Helsinki Kumpula","2022","1","31","01:00","-5.1","-5","-5.1","90","5.8"
"Helsinki Kumpula","2022","1","31","02:00","-5.2","-5.1","-5.3","91","5.3"
"Helsinki Kumpula","2022","1","31","03:00","-5.3","-5.3","-5.4","91","5.3"
"Helsinki Kumpula","2022","1","31","04:00","-5.4","-5.4","-5.5","91","4.8"
"Helsinki Kumpula","2022","1","31","05:00","-5.6","-5.5","-5.6","91","4.9"
"Helsinki Kumpula","2022","1","31","06:00","-5.7","-5.6","-5.7","89","4.9"
"Helsinki Kumpula","2022","1","31","07:00","-5.7","-5.7","-5.7","90","5.1"
"Helsinki Kumpula","2022","1","31","08:00","-5.6","-5.6","-5.7","89","5.2"
"Helsinki Kumpula","2022","1","31","09:00","-5.5","-5.5","-5.6","89","5.2"
"Helsinki Kumpula","2022","1","31","10:00","-5.4","-5.3","-5.5","88","5.3"
"Helsinki Kumpula","2022","1","31","11:00","-5.1","-5","-5.3","88","4.5"
"Helsinki Kumpula","2022","1","31","12:00","-5","-4.9","-5","89","3.9"
"Helsinki Kumpula","2022","1","31","13:00","-5","-4.9","-5","88","4.4"
"Helsinki Kumpula","2022","1","31","14:00","-5","-5","-5","88","5"
"Helsinki Kumpula","2022","1","31","15:00","-5.1","-5","-5.2","88","4.7"
"Helsinki Kumpula","2022","1","31","16:00","-5.2","-5.2","-5.3","90","4.7"
"Helsinki Kumpula","2022","1","31","17:00","-5.3","-5.2","-5.3","89","4.2"
"Helsinki Kumpula","2022","1","31","18:00","-5.4","-5.3","-5.4","89","4.6"
"Helsinki Kumpula","2022","1","31","19:00","-5.5","-5.4","-5.6","88","4.4"
"Helsinki Kumpula","2022","1","31","20:00","-5.7","-5.6","-5.8","87","4.7"
"Helsinki Kumpula","2022","1","31","21:00","-5.9","-5.8","-6","88","4.7"
"Helsinki Kumpula","2022","1","31","22:00","-6","-5.9","-6.2","88","4.8"
"Helsinki Kumpula","2022","1","31","23:00","-6.3","-6.2","-6.4","88","4.4"
"Helsinki Kumpula","2022","2","1","00:00","-6.5","-6.4","-6.7","88","4"
"Helsinki Kumpula","2022","2","1","01:00","-6.8","-6.7","-6.9","88","3.7"
"Helsinki Kumpula","2022","2","1","02:00","-7","-6.9","-7.1","88","3.9"
"Helsinki Kumpula","2022","2","1","03:00","-7.2","-7.1","-7.4","88","3.4"
"Helsinki Kumpula","2022","2","1","04:00","-7.5","-7.4","-7.6","87","3.7"
"Helsinki Kumpula","2022","2","1","05:00","-7.7","-7.6","-7.8","87","3.8"
"Helsinki Kumpula","2022","2","1","06:00","-7.9","-7.7","-8","87","3.5"
"Helsinki Kumpula","2022","2","1","07:00","-7.9","-7.9","-8","87","3.6"
"Helsinki Kumpula","2022","2","1","08:00","-7.9","-7.8","-8","86","3.5"
"Helsinki Kumpula","2022","2","1","09:00","-7.8","-7.7","-7.9","85","3.4"
"Helsinki Kumpula","2022","2","1","10:00","-7.7","-7.5","-7.8","85","3.2"
"Helsinki Kumpula","2022","2","1","11:00","-7.6","-7.5","-7.6","86","2.6"
"Helsinki Kumpula","2022","2","1","12:00","-7.2","-7.1","-7.5","85","2"
"Helsinki Kumpula","2022","2","1","13:00","-7.3","-7.2","-7.4","85","1.8"
"Helsinki Kumpula","2022","2","1","14:00","-7.6","-7.4","-7.9","86","2"
"Helsinki Kumpula","2022","2","1","15:00","-8.2","-7.8","-8.5","88","1.9"
"Helsinki Kumpula","2022","2","1","16:00","-8.8","-8.5","-9","91","1.6"
"Helsinki Kumpula","2022","2","1","17:00","-8.9","-8.7","-9.3","91","1.8"
"Helsinki Kumpula","2022","2","1","18:00","-9","-8.7","-9.3","91","1.3"
"Helsinki Kumpula","2022","2","1","19:00","-9.3","-9","-9.5","92","1.3"
"Helsinki Kumpula","2022","2","1","20:00","-9.7","-9.4","-9.9","92","1.5"
"Helsinki Kumpula","2022","2","1","21:00","-9.2","-8.9","-9.7","91","2.5"
"Helsinki Kumpula","2022","2","1","22:00","-9.2","-9.1","-9.3","89","1.9"
"Helsinki Kumpula","2022","2","1","23:00","-9.3","-9.2","-9.5","89","1.9"
"Helsinki Kumpula","2022","2","2","00:00","-9.1","-9","-9.2","89","2"
"Helsinki Kumpula","2022","2","2","01:00","-9","-9","-9.1","88","2.4"
"Helsinki Kumpula","2022","2","2","02:00","-9","-8.9","-9","88","2.6"
"Helsinki Kumpula","2022","2","2","03:00","-8.9","-8.8","-9","88","1.8"
"Helsinki Kumpula","2022","2","2","04:00","-8.7","-8.6","-8.8","88","2.1"
"Helsinki Kumpula","2022","2","2","05:00","-8.6","-8.5","-8.7","88","2.4"
"Helsinki Kumpula","2022","2","2","06:00","-8.5","-8.3","-8.6","88","1.9"
"Helsinki Kumpula","2022","2","2","07:00","-8.3","-8.2","-8.4","87","2"
"Helsinki Kumpula","2022","2","2","08:00","-8.2","-7.9","-8.3","87","1.6"
"Helsinki Kumpula","2022","2","2","09:00","-7.6","-7.4","-7.9","85","1.3"
"Helsinki Kumpula","2022","2","2","10:00","-7.3","-6.8","-7.6","84","2.5"
"Helsinki Kumpula","2022","2","2","11:00","-6.6","-6.3","-6.9","82","2"
"Helsinki Kumpula","2022","2","2","12:00","-6.1","-5.9","-6.2","82","1.5"
"Helsinki Kumpula","2022","2","2","13:00","-6.4","-6.2","-6.6","84","2"
"Helsinki Kumpula","2022","2","2","14:00","-6.8","-6.6","-7","85","1.8"
"Helsinki Kumpula","2022","2","2","15:00","-7.7","-7","-8.2","88","1.7"
"Helsinki Kumpula","2022","2","2","16:00","-8.6","-8","-9","90","2.3"
"Helsinki Kumpula","2022","2","2","17:00","-9.3","-9","-9.4","92","2"
"Helsinki Kumpula","2022","2","2","18:00","-9.5","-9.4","-9.9","92","2.1"
"Helsinki Kumpula","2022","2","2","19:00","-9.4","-9.2","-9.7","91","2"
"Helsinki Kumpula","2022","2","2","20:00","-9.2","-8.9","-9.8","90","2"
"Helsinki Kumpula","2022","2","2","21:00","-9.8","-9.3","-10.2","91","1.8"
"Helsinki Kumpula","2022","2","2","22:00","-10.7","-10.2","-11.1","92","2.4"
"Helsinki Kumpula","2022","2","2","23:00","-11.1","-10.7","-11.6","92","2.5"
"Helsinki Kumpula","2022","2","3","00:00","-10.8","-10.4","-11.2","92","1.8"
"Helsinki Kumpula","2022","2","3","01:00","-11.3","-11.1","-11.7","92","2"
"Helsinki Kumpula","2022","2","3","02:00","-10.8","-10.3","-11.7","92","1.8"
"Helsinki Kumpula","2022","2","3","03:00","-10.4","-10.1","-10.7","92","1.6"
"Helsinki Kumpula","2022","2","3","04:00","-10.1","-9.9","-10.3","92","1.2"
"Helsinki Kumpula","2022","2","3","05:00","-9.8","-9.4","-10.1","92","0.8"
"Helsinki Kumpula","2022","2","3","06:00","-9.6","-9.4","-9.7","91","1"
"Helsinki Kumpula","2022","2","3","07:00","-9.5","-9.3","-9.6","92","1.1"
"Helsinki Kumpula","2022","2","3","08:00","-9.2","-8.9","-9.4","91","1.4"
"Helsinki Kumpula","2022","2","3","09:00","-8.5","-8.2","-8.8","90","0.9"
"Helsinki Kumpula","2022","2","3","10:00","-7.7","-7.4","-8.2","88","0.9"
"Helsinki Kumpula","2022","2","3","11:00","-7.3","-6.9","-7.5","87","0.8"
"Helsinki Kumpula","2022","2","3","12:00","-6.8","-6.6","-7.2","84","1"
"Helsinki Kumpula","2022","2","3","13:00","-7.8","-6.7","-8.7","85","2"
"Helsinki Kumpula","2022","2","3","14:00","-8.6","-8.3","-9","89","1.9"
"Helsinki Kumpula","2022","2","3","15:00","-9.1","-8.6","-9.6","91","1.4"
"Helsinki Kumpula","2022","2","3","16:00","-10","-9.5","-10.4","93","1.7"
"Helsinki Kumpula","2022","2","3","17:00","-10.3","-9.7","-10.8","93","1.5"
"Helsinki Kumpula","2022","2","3","18:00","-9.7","-8.6","-10.5","92","2.3"
"Helsinki Kumpula","2022","2","3","19:00","-8.6","-8.5","-8.8","93","2.3"
"Helsinki Kumpula","2022","2","3","20:00","-8.5","-8.5","-8.7","95","2.4"
"Helsinki Kumpula","2022","2","3","21:00","-8.6","-8.5","-8.8","94","2.2"
"Helsinki Kumpula","2022","2","3","22:00","-8.7","-8.6","-8.7","94","2.5"
"Helsinki Kumpula","2022","2","3","23:00","-8.7","-8.7","-8.8","93","2.4"
"Helsinki Kumpula","2022","2","4","00:00","-8.8","-8.7","-8.9","93","2.3"
"Helsinki Kumpula","2022","2","4","01:00","-8.5","-8.3","-8.7","93","2.4"
"Helsinki Kumpula","2022","2","4","02:00","-8","-7.7","-8.3","93","3.2"
"Helsinki Kumpula","2022","2","4","03:00","-7.4","-7.2","-7.7","94","3.9"
"Helsinki Kumpula","2022","2","4","04:00","-6.6","-6.1","-7.2","94","3"
"Helsinki Kumpula","2022","2","4","05:00","-5","-3.6","-6.1","96","4"
"Helsinki Kumpula","2022","2","4","06:00","-3.6","-3.4","-3.7","96","4.9"
"Helsinki Kumpula","2022","2","4","07:00","-3.7","-3.5","-4.1","95","5.6"
"Helsinki Kumpula","2022","2","4","08:00","-3.9","-3.6","-4.1","95","7"
"Helsinki Kumpula","2022","2","4","09:00","-3.7","-3.5","-3.9","93","6.6"
"Helsinki Kumpula","2022","2","4","10:00","-3.6","-3.2","-4","89","7.2"
"Helsinki Kumpula","2022","2","4","11:00","-3.3","-3","-3.6","85","7.1"
"Helsinki Kumpula","2022","2","4","12:00","-3.2","-2.9","-3.4","84","7.1"
"Helsinki Kumpula","2022","2","4","13:00","-2.8","-2.4","-3.3","84","7.4"
"Helsinki Kumpula","2022","2","4","14:00","-2.9","-2.6","-3","79","8.1"
"Helsinki Kumpula","2022","2","4","15:00","-2.9","-2.7","-3.2","81","8.9"
"Helsinki Kumpula","2022","2","4","16:00","-3.4","-3.2","-3.5","89","9.2"
"Helsinki Kumpula","2022","2","4","17:00","-3.3","-3.1","-3.5","94","8.2"
"Helsinki Kumpula","2022","2","4","18:00","-3","-2.9","-3.1","94","7.6"
"Helsinki Kumpula","2022","2","4","19:00","-2.9","-2.7","-3.1","93","7.6"
"Helsinki Kumpula","2022","2","4","20:00","-2.7","-2.7","-2.8","91","8.4"
"Helsinki Kumpula","2022","2","4","21:00","-2.6","-2.4","-2.7","92","7.7"
"Helsinki Kumpula","2022","2","4","22:00","-2.3","-2.1","-2.4","91","7.1"
"Helsinki Kumpula","2022","2","4","23:00","-2.1","-2","-2.2","91","7.2"
"Helsinki Kumpula","2022","2","5","00:00","-2","-2","-2.1","92","8.7"
"Helsinki Kumpula","2022","2","5","01:00","-2.1","-2","-2.2","92","9.5"
"Helsinki Kumpula","2022","2","5","02:00","-2.2","-2.1","-2.2","93","8.9"
"Helsinki Kumpula","2022","2","5","03:00","-2.1","-2","-2.2","94","9.1"
"Helsinki Kumpula","2022","2","5","04:00","-2","-1.8","-2","94","8.9"
"Helsinki Kumpula","2022","2","5","05:00","-1.7","-1.7","-1.8","94","8.9"
"Helsinki Kumpula","2022","2","5","06:00","-1.6","-1.5","-1.7","96","8.2"
"Helsinki Kumpula","2022","2","5","07:00","-1.5","-1.3","-1.5","97","7.9"
"Helsinki Kumpula","2022","2","5","08:00","-1.2","-1.1","-1.3","97","7"
"Helsinki Kumpula","2022","2","5","09:00","-0.9","-0.7","-1.1","96","6.8"
"Helsinki Kumpula","2022","2","5","10:00","-0.6","-0.5","-0.7","95","7.5"
"Helsinki Kumpula","2022","2","5","11:00","-0.6","-0.6","-0.7","97","6.8"
"Helsinki Kumpula","2022","2","5","12:00","-0.3","0.2","-0.6","97","5.8"
"Helsinki Kumpula","2022","2","5","13:00","0.3","0.3","0.2","98","5.1"
"Helsinki Kumpula","2022","2","5","14:00","0.3","0.3","0.2","98","4.1"
"Helsinki Kumpula","2022","2","5","15:00","0.4","0.5","0.3","99","3.2"
"Helsinki Kumpula","2022","2","5","16:00","0.5","0.5","0.4","96","4.3"
"Helsinki Kumpula","2022","2","5","17:00","0","0.4","-0.2","95","3.6"
"Helsinki Kumpula","2022","2","5","18:00","-0.4","-0.1","-0.8","96","3.5"
"Helsinki Kumpula","2022","2","5","19:00","-0.7","-0.5","-0.8","95","3.5"
"Helsinki Kumpula","2022","2","5","20:00","-0.9","-0.5","-1.3","96","3.1"
"Helsinki Kumpula","2022","2","5","21:00","-0.7","-0.4","-1.1","95","3.4"
"Helsinki Kumpula","2022","2","5","22:00","-0.6","-0.4","-1.2","90","3.8"
"Helsinki Kumpula","2022","2","5","23:00","-1.7","-1.3","-2.1","91","2.5"
"Helsinki Kumpula","2022","2","6","00:00","-2.1","-1.8","-2.3","93","3.6"
"Helsinki Kumpula","2022","2","6","01:00","-1.9","-1.4","-2.2","96","3.3"
"Helsinki Kumpula","2022","2","6","02:00","-0.6","0.2","-1.5","98","4.1"
"Helsinki Kumpula","2022","2","6","03:00","0.3","0.5","0.1","99","4.9"
"Helsinki Kumpula","2022","2","6","04:00","0.6","0.7","0.5","98","5.9"
"Helsinki Kumpula","2022","2","6","05:00","0.6","0.7","0.5","98","5.5"
"Helsinki Kumpula","2022","2","6","06:00","0.7","0.8","0.7","96","6.2"
"Helsinki Kumpula","2022","2","6","07:00","0.7","0.8","0.7","94","6.8"
"Helsinki Kumpula","2022","2","6","08:00","0.6","0.7","0.5","94","6.8"
"Helsinki Kumpula","2022","2","6","09:00","0.5","0.6","0.4","97","8"
"Helsinki Kumpula","2022","2","6","10:00","0.4","0.4","0.4","98","8.1"
"Helsinki Kumpula","2022","2","6","11:00","0.4","0.5","0.4","98","7.8"
"Helsinki Kumpula","2022","2","6","12:00","0.5","0.6","0.4","98","7.7"
"Helsinki Kumpula","2022","2","6","13:00","0.7","0.9","0.6","98","7.7"
"Helsinki Kumpula","2022","2","6","14:00","0.9","1.1","0.8","97","6.7"
"Helsinki Kumpula","2022","2","6","15:00","1.3","1.4","1.1","96","5.9"
"Helsinki Kumpula","2022","2","6","16:00","1.3","1.5","1.2","96","5.9"
"Helsinki Kumpula","2022","2","6","17:00","1.2","1.3","1.1","96","6.3"
"Helsinki Kumpula","2022","2","6","18:00","1.2","1.3","1.1","96","5.7"
"Helsinki Kumpula","2022","2","6","19:00","1.2","1.4","1.1","96","5.6"
"Helsinki Kumpula","2022","2","6","20:00","1.2","1.3","1","96","5.2"
"Helsinki Kumpula","2022","2","6","21:00","1.1","1.2","1","95","5.6"
"Helsinki Kumpula","2022","2","6","22:00","1","1.1","0.9","96","4.5"
"Helsinki Kumpula","2022","2","6","23:00","0.9","1","0.9","96","4.1"
"Helsinki Kumpula","2022","2","7","00:00","0.9","1","0.8","96","5.1"
"Helsinki Kumpula","2022","2","7","01:00","0.8","0.9","0.7","96","4.5"
"Helsinki Kumpula","2022","2","7","02:00","0.7","0.8","0.6","97","4.1"
"Helsinki Kumpula","2022","2","7","03:00","0.5","0.7","0.4","97","4.6"
"Helsinki Kumpula","2022","2","7","04:00","0.4","0.5","0.4","98","3.5"
"Helsinki Kumpula","2022","2","7","05:00","0.5","0.6","0.5","96","2.4"
"Helsinki Kumpula","2022","2","7","06:00","0.5","0.5","0.4","95","2.5"
"Helsinki Kumpula","2022","2","7","07:00","0.4","0.5","0.3","96","1.8"
"Helsinki Kumpula","2022","2","7","08:00","0.6","0.7","0.5","94","1.9"
"Helsinki Kumpula","2022","2","7","09:00","0.8","0.9","0.7","92","2.2"
"Helsinki Kumpula","2022","2","7","10:00","0.9","0.9","0.8","90","2"
"Helsinki Kumpula","2022","2","7","11:00","0.8","0.9","0.7","91","2.5"
"Helsinki Kumpula","2022","2","7","12:00","0.7","0.8","0.7","91","2.3"
"Helsinki Kumpula","2022","2","7","13:00","0.9","1","0.7","89","1.7"
"Helsinki Kumpula","2022","2","7","14:00","1.1","1.2","1","87","1.7"
"Helsinki Kumpula","2022","2","7","15:00","0.9","1","0.7","88","1.9"
"Helsinki Kumpula","2022","2","7","16:00","0.5","0.7","0.2","89","2.5"
"Helsinki Kumpula","2022","2","7","17:00","0.1","0.3","-0.3","94","2.1"
"Helsinki Kumpula","2022","2","7","18:00","-0.1","0.3","-0.4","93","3.6"
"Helsinki Kumpula","2022","2","7","19:00","0.3","0.5","-0.1","86","3"
"Helsinki Kumpula","2022","2","7","20:00","-0.2","0","-0.4","92","2.5"
"Helsinki Kumpula","2022","2","7","21:00","0.1","0.3","-0.1","90","3.2"
"Helsinki Kumpula","2022","2","7","22:00","-0.2","-0.1","-0.3","94","3"
"Helsinki Kumpula","2022","2","7","23:00","-0.2","-0.1","-0.3","89","3"
"Helsinki Kumpula","2022","2","8","00:00","-0.4","-0.2","-0.5","90","3"
"Helsinki Kumpula","2022","2","8","01:00","-0.5","-0.4","-0.6","92","2.8"
"Helsinki Kumpula","2022","2","8","02:00","-0.5","-0.4","-0.5","92","2.7"
"Helsinki Kumpula","2022","2","8","03:00","-0.8","-0.4","-1.2","92","4.1"
"Helsinki Kumpula","2022","2","8","04:00","-1.7","-1.2","-2.1","90","5.2"
"Helsinki Kumpula","2022","2","8","05:00","-2.4","-2","-2.7","90","4.6"
"Helsinki Kumpula","2022","2","8","06:00","-2.9","-2.7","-3","91","3.7"
"Helsinki Kumpula","2022","2","8","07:00","-2.9","-2.8","-3","88","3.3"
"Helsinki Kumpula","2022","2","8","08:00","-2.6","-2.3","-3","87","2.3"
"Helsinki Kumpula","2022","2","8","09:00","-2.4","-1.8","-2.8","87","3"
"Helsinki Kumpula","2022","2","8","10:00","-0.9","-0.3","-1.8","86","2.7"
"Helsinki Kumpula","2022","2","8","11:00","0.2","0.6","-0.3","89","4.1"
"Helsinki Kumpula","2022","2","8","12:00","0.5","0.6","0.4","90","4.5"
"Helsinki Kumpula","2022","2","8","13:00","0.2","0.5","0","92","5"
"Helsinki Kumpula","2022","2","8","14:00","-0.2","0","-0.4","96","5.8"
"Helsinki Kumpula","2022","2","8","15:00","-0.3","-0.1","-0.4","97","6.3"
"Helsinki Kumpula","2022","2","8","16:00","-0.1","0","-0.1","98","6.1"
"Helsinki Kumpula","2022","2","8","17:00","-0.1","0","-0.1","98","5.4"
"Helsinki Kumpula","2022","2","8","18:00","0.1","0.2","0","98","4.6"
"Helsinki Kumpula","2022","2","8","19:00","0.2","0.3","0.2","98","4"
"Helsinki Kumpula","2022","2","8","20:00","0.2","0.3","0.2","99","3.1"
"Helsinki Kumpula","2022","2","8","21:00","0.4","0.6","0.3","98","4.7"
"Helsinki Kumpula","2022","2","8","22:00","0.2","0.6","-0.4","96","4.2"
"Helsinki Kumpula","2022","2","8","23:00","0.2","0.5","-0.2","95","3.8"
"Helsinki Kumpula","2022","2","9","00:00","-0.5","0.4","-1","94","3.5"
"Helsinki Kumpula","2022","2","9","01:00","-1.1","-0.8","-1.3","96","4.5"
"Helsinki Kumpula","2022","2","9","02:00","-1.8","-1","-2.1","97","3.7"
"Helsinki Kumpula","2022","2","9","03:00","-1.8","-1.3","-2.3","96","4.7"
"Helsinki Kumpula","2022","2","9","04:00","-2.1","-1.7","-2.4","95","5.2"
"Helsinki Kumpula","2022","2","9","05:00","-2.5","-2.1","-2.8","95","4.5"
"Helsinki Kumpula","2022","2","9","06:00","-3.4","-2.7","-3.7","96","3.4"
"Helsinki Kumpula","2022","2","9","07:00","-3.3","-2.8","-3.7","96","3.2"
"Helsinki Kumpula","2022","2","9","08:00","-2.8","-2.3","-3.5","96","3.2"
"Helsinki Kumpula","2022","2","9","09:00","-1.3","-0.3","-2.2","93","4.1"
"Helsinki Kumpula","2022","2","9","10:00","0.6","1.1","-0.3","91","4.4"
"Helsinki Kumpula","2022","2","9","11:00","1.2","1.4","1","91","5.3"
"Helsinki Kumpula","2022","2","9","12:00","1.4","1.5","1.2","92","5.9"
"Helsinki Kumpula","2022","2","9","13:00","1.6","1.6","1.4","92","6.2"
"Helsinki Kumpula","2022","2","9","14:00","1.6","1.7","1.5","91","6.5"
"Helsinki Kumpula","2022","2","9","15:00","1.6","1.7","1.5","93","5.7"
"Helsinki Kumpula","2022","2","9","16:00","1.5","1.8","1.3","95","7.1"
"Helsinki Kumpula","2022","2","9","17:00","1.4","1.6","1.3","97","6.8"
"Helsinki Kumpula","2022","2","9","18:00","1.5","1.6","1.3","97","5.7"
"Helsinki Kumpula","2022","2","9","19:00","1.2","1.6","0.8","97","6"
"Helsinki Kumpula","2022","2","9","20:00","1.1","1.4","0.8","97","4.8"
"Helsinki Kumpula","2022","2","9","21:00","1.5","1.7","1.3","97","5.9"
"Helsinki Kumpula","2022","2","9","22:00","1.7","1.8","1.5","95","5.7"
"Helsinki Kumpula","2022","2","9","23:00","1.7","1.9","1.6","92","6"
"Helsinki Kumpula","2022","2","10","00:00","1.3","1.6","1.1","94","4.9"
"Helsinki Kumpula","2022","2","10","01:00","0.5","1.1","0","96","3.5"
"Helsinki Kumpula","2022","2","10","02:00","-0.1","0.3","-0.3","95","4.7"
"Helsinki Kumpula","2022","2","10","03:00","-0.4","-0.1","-0.9","91","5"
"Helsinki Kumpula","2022","2","10","04:00","-1.1","-0.4","-1.6","91","3.5"
"Helsinki Kumpula","2022","2","10","05:00","-1.6","-1.4","-1.8","91","4.5"
"Helsinki Kumpula","2022","2","10","06:00","-1.4","-1","-1.9","91","5.8"
"Helsinki Kumpula","2022","2","10","07:00","-1.3","-1.1","-1.6","89","5.7"
"Helsinki Kumpula","2022","2","10","08:00","-0.5","0.2","-1.3","88","5.7"
"Helsinki Kumpula","2022","2","10","09:00","0.6","1.2","0.1","84","5.8"
"Helsinki Kumpula","2022","2","10","10:00","1.3","1.5","1.1","82","5.2"
"Helsinki Kumpula","2022","2","10","11:00","1.5","2","1.1","81","4.1"
"Helsinki Kumpula","2022","2","10","12:00","2.3","2.5","2.1","75","6"
"Helsinki Kumpula","2022","2","10","13:00","2.3","2.6","2","73","5.9"
"Helsinki Kumpula","2022","2","10","14:00","2.1","2.3","2","72","6.7"
"Helsinki Kumpula","2022","2","10","15:00","1.7","2","1.2","74","5.6"
"Helsinki Kumpula","2022","2","10","16:00","0.5","1.3","-0.1","77","4.4"
"Helsinki Kumpula","2022","2","10","17:00","-0.1","0.6","-0.9","78","5"
"Helsinki Kumpula","2022","2","10","18:00","-0.8","-0.5","-1.1","84","5.4"
"Helsinki Kumpula","2022","2","10","19:00","-0.9","-0.6","-1.1","83","5.7"
"Helsinki Kumpula","2022","2","10","20:00","-0.8","-0.6","-1.1","80","5.5"
"Helsinki Kumpula","2022","2","10","21:00","-1.2","-0.8","-1.5","81","5"
"Helsinki Kumpula","2022","2","10","22:00","-1.2","-0.9","-1.7","81","4.8"
"Helsinki Kumpula","2022","2","10","23:00","-1.5","-1.2","-1.8","84","4.2"
"Helsinki Kumpula","2022","2","11","00:00","-1.4","-1.2","-1.6","84","4.4"
"Helsinki Kumpula","2022","2","11","01:00","-1.8","-1.4","-2.2","85","5.3"
"Helsinki Kumpula","2022","2","11","02:00","-2.4","-2.1","-2.8","87","5.3"
"Helsinki Kumpula","2022","2","11","03:00","-2.8","-2.5","-3.1","87","5.1"
"Helsinki Kumpula","2022","2","11","04:00","-3.1","-2.9","-3.5","88","4.9"
"Helsinki Kumpula","2022","2","11","05:00","-3.7","-3.4","-4.1","90","5.1"
"Helsinki Kumpula","2022","2","11","06:00","-4.1","-3.7","-4.8","91","4.4"
"Helsinki Kumpula","2022","2","11","07:00","-4.1","-3.8","-4.4","91","4.5"
"Helsinki Kumpula","2022","2","11","08:00","-3.7","-3.2","-4.2","89","5.3"
"Helsinki Kumpula","2022","2","11","09:00","-2.3","-1.6","-3.2","83","5.3"
"Helsinki Kumpula","2022","2","11","10:00","-1.1","-0.7","-1.6","79","5.8"
"Helsinki Kumpula","2022","2","11","11:00","-0.2","0.4","-0.7","76","4.8"
"Helsinki Kumpula","2022","2","11","12:00","0.5","0.7","0.4","72","5.2"
"Helsinki Kumpula","2022","2","11","13:00","0.7","1.3","0.3","69","5.8"
"Helsinki Kumpula","2022","2","11","14:00","0.5","0.6","0.1","69","5.7"
